review,label
حاجه غريبه جدا فعلا و الاغرب بقي انه يربط كمان تدخين البنت بسلوكها  انما الشاب لو بيدخن عادي يفضل محترم .,negative
الحاجات الحلوة اللي جوانا ملهاش دعوة باللي بيحصل لو عينك حلوة هتشوف كل اللي حواليك حلو .,positive
ما هو انا مولودة في شهر واحد عشان كدا يمكن  .,positive
تمارين الصبح دي مهمة اوي لجسمنا .,positive
الحب مش بيجي غير مرة واحدة لو مشيت مش هيرجع بعد كدا غير مجاملة .,negative
يعني الفلوس لازم تضيع مينفش معاهم غير كدا .,negative
صفحتك في تويتر زي بيتك اللي بيتابعوك هما ضيوفك فخلي ضيافتهم حلوة  بذوقك و كلماتك الحلوة .,positive
الست لما بتيجي تلبس ابنها الصبح بتفضل تمرمط فيه وتجيبه يمين وشمال و في الاخر تبوسه   .,negative
رايح النيابة دلوقتي مع صاحبي هنبقى رد سجون .,positive
اكتر مقلب ندمت عليه لما كنت عايز اكعبل اختي ومشوفتش مين اللي جاي وكعلبت امي بالغلط .,negative
الدراسات اثبتت ان قلب الواحد بيدق اسرع اول لما يسمع اسم بلده .,positive
لا محصلش على فكرة بيبعتولهم اتوبيسات  .,negative
الاحسن بالنسبة للست انها تكون ذكية اكتر ما تكون حلوة  .,negative
النهاردة الابله وهى بتشرح السؤال قالت الاجابه بس قالتها بالانجليزي فهمتها وحليت وسلمت الورقة ورجعت البيت .,positive
من كتر ما الدنيا برد البطانية بقت اكتر حد بحبه في الدنيا دي  .,negative
مرسى رايح بعد بكرة تونس عشان يشارك فى احتفالات تونس بثورتها  .,positive
ياريت كل ايام الاسبوع تكون يوم جمعه بس .,positive
ربنا على الظالم والمفتري .,positive
سيد درويش قال دي مصر عايزة جماعة فايقين .,positive
انا بكره المذاكرة جدا .,negative
يارب انا صابرة زي ما امرتني ارزقني يارب الخير اللي وعدتني بيه .,positive
الدنيا مش بتقف على حد  مهما كان  .,positive
بيقولوا ان الحلوين مش بيناموا كويس يمكن عشان كدا نومي ملخبط بقالي كتير .,positive
انا بقرا المقالات دي عشان احفز نفسي وازود اهتمامي بكل حاجة حواليا .,positive
من كام يوم درجة الحرارة كانت عشرين تحت الصفر والله مكسوف اقول علي اي بلد تاني انها برد .,negative
مش كل اللي بتحبه هيحبك ومش كل اللي انت صافي من ناحيته قلبه هيبقي صافي ليك بردوا .,negative
صاحي من النوم زي اللي متكهرب عمال اتنفض من البرد .,negative
كل بنت اتولدت في يناير هي اجمل الجميلات .,positive
مقارنة بالايام اللي فاتت فالجو حر جدا اوي خالص في اسكندرية  معرفش بقي باقي المحافظات .,negative
الامتحانات خلصت الحمدلله وربنا يجبر بخاطرنا في النتيجة .,positive
من عيونى .,positive
لو سبتني ده مش معناه ان انا اللي رخيص ده معناه اني صعب عليك تملكني  .,negative
اللعب في الشعر ده زي التنويم المغناطيسي للبنات .,positive
لو كل مريض نفسي  كان لازم يتحجز في مستشفي نفسي   . مش هيفضل الا كام مليون هربانين   .,negative
انتوا صاحبي يعني المفروض تبقوا معايا في الفرح والحزن مش في الفرح بس .,negative
مش كل حاجة لازم ندقق فيها فيه حاجات بتبقي احلي لو خدتها زي ماهي .,positive
مش عايز اهتم بحد بعد كدا انا كل مااهتم بحد يشوف نفسه عليا .,negative
في بنات في مدرستنا بيموتوا من الفرحة لو اتطردوا من الفصل اكيد عارفين ليه  .,negative
لا اكيد مش هتوصل للدرجادي يعنى هما كفار   .,negative
بصراحة الواحد بقى قرفان من الشغل ومن البلد   .,negative
دكتورنا العزيز اشكرك على اسئلتك السهلة اوي الي ما تلخبطش ولا تخلي الواحد يحس انه مش هيشوف النجاح وشكرا .,positive
احسن صحاب هما اللي يتكلموا عن الحلو اللي فيك ويداروا عيوبك  .,positive
حليت كويس النهارده  .,positive
درجة الحرارة دلوقتى حلوة  .,positive
سرقة البطاطس المقلية من الطبق من ورا امك  متعه كبيرة  .,negative
حتي لو كنت امريكاني كنت هطلب الجنسية المصرية .,positive
مجلس الشوري دلوقتي بدا الشغل اللي بجد .,positive
مفيش حاجة اسمها مستحيل الولد ده بيعرف يتكلم عشرين لغة في وقت واحد منهم العربي والفرنساوي .,positive
متتعبش نفسك مفيش حد هيفهم  .,negative
كلام راقى .,positive
واحد بيقول لصاحبه عملت ايه في الامتحان قاله انا بهدلت الدنيا وشتمت المدرس في الورقة صاحبه. قاله يخربيتك وانا غشيت منك .,negative
قدرك انك تكون في مكان بيستعبد الناس زي المكان ده .,negative
انك تكون صاحبي يعني لازم تكون معايا فى الخير والحاجات الكويسة  مش الشر والاذية .,positive
الله على نسم البح .,positive
واحلى شكشوكة وفطار مع ماما ربنا يخليها ليا اهم حاجة ان ماما عجبتها الشكشوكة بتاعتي .,positive
النشاط اللي مش بمل منه ابدا هو رياضة الفم يعني الاكل .,positive
بجد حلو اوي ما شاء الله .,positive
استمتعي يا حبيبتى اجازة سعيدة  .,positive
انا مبسوطة بالجو البرد ده .,positive
انا استحمل اي حاجة الا ان حد يضحك عليا وينافقني .,negative
الفرحة مش هتنزل عليك من السماء دي لازم انت اللي تزرعها في الارض .,positive
بريتني سبيرز سابت خطيبها تاني فرصتكوا دلوقتي ياشباب .,negative
معلومة مش صح على فكرة .,negative
امتحاني كان رخم شوية بس الحمدلله وان شاء الله اللي جاي هيكون احسن .,positive
انا حاجة كدا ما بين برج العقرب و برج الميزان يعني في كل حاجة هتلاقوني بسال .,positive
لا انا بحب القراية من زمان اوي واول حاجة قريتها كانت سلسلة رجل المستحيل كلها .,positive
ومهما الليل يطول فانا متأكد ان الصبح اكيد هيجي .,positive
النهاردة اللي حصل لبنات سنة تانية مش طبيعي محددين لهم حاجات وجايبين اسئلة تاني خالص .,negative
انتي محسساني اني قاعد في قهوة المعاشات من الصبح وساكت .,negative
حيوان حط بصل جوا علبة السكر بتهياقلي مفيش اندل من كدا .,negative
ثِق بنفسك وكُن قوياً فالحياة لاتقبل الضعفاء .,positive
بجد ما شاء الله علي تركيزك شكلك شاطرة اوي .,positive
يا ام ضحكة حلوة انتي شكلك في الفستان يجنن .,positive
الموضوع سهل بس محتاج تدريبات كتير وربنا يعينا .,positive
أكل الفستق بشكل معتدل يقلل من مخاطر الإصابة بأمراض القلب ويساهم في تقوية الأوعية الدموية ويساعد على إنقاص الوزن .,positive
انا هفضل اضايقك من كتر ما انا باردة لحد ما تبطل اللي انت بتعمله .,negative
هيئة الارصاد الجوية بتقول ان الايام الجاية هتشوف موجة شديدة البرودة على اساس ان الايام اللي احنا فيها دي موجة كوميدي .,negative
فالعاطفة تنسينا كرامتنا أحياناً .,negative
شعب غزة اصله شاف نفسه فاضي و زهقان  قام قايل اما اقوم اضرب صاروخ فينا   . ,negative
بيشتموا فى اهل سيناء وبيقولوا عليهم عبيد ومرتزقة عشان قالوا نعم . انكم حقا ولاد ستين كلب  . ,negative
مش مكتوب ليا طب يا ولاد الكلب  . ,negative
خذوا راحتكم في الاسئلة  . ,positive
العمر عده وﻻ لمحته . ,negative
بس يا اوزعه منك ليها  . ,negative
ده حسابى على الانستا اتمنى ان كلكم تكونوا عندى  . ,positive
تصبحوا على خبر جميل  . ,positive
ستسعدنا الاقدار يوما ما فصبرا جميل . ,positive
المفروض يخترعوا سرير يكبر ويصغر علشان ناخد معانا الشغل . ,negative
البنت القصيرة المعنى الحقيقى للرقة وكمان دمها خفيف  . ,positive
طب محدش يعرف فرق التوقيت بيننا و بين استراليا هموتت واتفرج على الماتش . ,negative
ده تفكير شيعى . ,negative
صلوات الله عليك . يا حبيبى يا محمد . ,positive
رددوها دائما اللهم لك الحمد حتى ترضى ولك الحمد اذا رضيت ولك الحمد بعد الرضا . ,positive
ويابخت اللى بات مظلوم ولا نامش فى يوم ظالم . ,positive
قصة بائع الفراولة  قصة رائعه جدا من لن يقرأها سيفوته الكثير والكثير صدقوني . ,positive
فعلا الاستفتاء ده طلع صافيناز اللي جوه الشعب . ,negative
احنا هدفنا راحة المواطن .انتوا نسيتوا ان انتم نور عنينا ولا ايه  . ,positive
جميل أن نفكر بعقلانية أكثر فى كل امور حياتنا   . ,positive
اه و لميت عليا الناس كلها . ,negative
اه لازم برضه لزوم الرجيم و الشد و عمليات التجميل  و كدا . ,positive
عاجل القبض ﻋﻠﻰ مجموعه مواطنين ﻗﺎﻟﻮﺍ ﻧﻌﻢ ﻟﻠﺪﺳﺘﻮﺭ ﻟﻜﻦ ﻣﻦ ﺟﻮﺍﻫﻢ ﻛﺎﻧﻮﺍ ﻋﺎﻳﺰﻳﻦ ﻳﻘﻮﻟﻮﺍ ﻻ . ,negative
يلعن ابو شكلكم اعلام العار ده . ,negative
ليه كده يا حاجه ده إنتي إحتمال تروحي تلاقي عزائيل مستنيكي في البيت  . ,negative
ﺍﻟﺨﺮﻭﺝ ﻣﻊ الصحاب ده الوقت اللى الشيطان عارف انه سايبك وهو ضميره مرتاح  . ,negative
والنبى ارحموا امى الغاليه أنا زهقت . ,negative
يارب خدني من هنا بقي انا زهقت . ,negative
انا مبسوطة اخر انبساط. ,positive
انا اصلا كنت هزعل منك بجد . ,negative
ايه يا كابتن في ايه . ايه اللى انت بتقوله ده وحد الله يا جدع انت هتكفر ولا ايه  . ,negative
و ممكن لو سمعت اسم انت بتحبه و بيفكرك بشخص بتحبه بتفضل فرحان طول اليوم والعكس . ,positive
سعودية تضرب مضيفة واضح ان الغيرة لها دور بما ان المضيفات جميلات . ,negative
تسلمي وتعيشي . ,positive
مش بنتعلم من دروس الماضى . ,negative
طيب و الله ممكن تكون نفخ البلالين دي فكرة كويسة لتفريغ الطاقة السلبية . ,positive
الالهام بيجي أهو . ,positive
اوف من الغباء اللي فيا مسحت تغريدة ورحت أعيدها من جديد . ,negative
اشتاق لاشياء قديمة واشياء لن تعود ابدا . ,negative
علشان متغرب بقى هيقعد يقرف أهالينا بقى   . ,negative
قبل ما تنام تذكر ان عندك محبين بكل الدنيا وبيحبوك من كل قلبهم . ,positive
انا مش قلقان الحمدلله . ,positive
البشر كائنات نكديه بالفطره . ,negative
ﻭ ﻋﻠﻰ ﺳﺒﻴﻞ ﺍﻟﺮﺍﺣﺔ ﻭﺍﺫﺍ ﺳﺄﻟﻚ ﻋﺒﺎﺩﻯ ﻋﻨﻰ فانى ﻗﺮﻳﺐ . ,positive
مصر احلوت اوى  . ,positive
مهماعملت فيكى الحياة اوعى تشرحى الاغنية وانتى بترقصى . ,negative
كرهكم للاخوان ده عاميكم عن الحقيقة. ,negative
النجاح فى الامتحان بكره او الفوضى ,negative
من اي مدينة و دولة بتابعونا.انا من رام الله فلسطين . ,positive
اي كلام بيتقال يا عم الحج . ,negative
نفسى اكون مسئوله عن مصنع نسكافيه و الشيكولاته علشان بحبهم اوى و هوزعهم مجانى  . ,positive
مستحيل الحكومة تعمل كدا دى فى عالم تانى . ,negative
صراحة اجازه على الفاضي . طول الاجازة قاعده فى البيت . ,negative
انا مش عارف انا برج ايه . ,negative
أنا مبهزرش . ,negative
اه والله ماساه . ,negative
مش بحب الحلويات . ,negative
واحدة ست بلغت عن ابنها انه  ضد السيسي والداخلية و بينزل مع الأخوان و قبضوا عليه . اوبا أمي لو عرفت الحوار ده احتمال كبير تقلدها . ,negative
احنا شعب الاناقة والطيبة . ,positive
اى حدوته كنت بسمعها تبتدي ب يا سعد اكرام .طيب مين سعد و مين اكرام .اتاريها يا سادة يا كرام . ,negative
واحد بيقولي انت شكلك ربعاوي مش عارف اشتمه ولا اعمل فى امه ايه . ,negative
انا عايز ابقى المسؤول عن الاعلام اهو ننظم النفاق شوية علشان بتوسع منهم اوى . ,negative
الليله نتيجة المدرسه ونتيجة القدرات و مباراة الهلال الواحد قلقان يا ربى . ,negative
تصويت حبنا مسخرة . ,negative
بما أن أحنا طلاب جامعة واحدة يبقى اهلا بيك على صفحتى. ,positive
اللى مسمعش احلم معايا بالبيانو فاته كتير  . ,negative
كل اللي بالبيت مأجز الا أنا، ولكني سأبقى صامدة كشجرة يابسة  ثابتة تنتظر المطر . ,negative
اية ياجماعة كفاية رغى بقى الناس نامت . ,negative
اخوانى وافتخر. ,positive
ربنا يخليهولك . ,positive
ربنا يحمى جيشنا بالله عليكم فى جيش فى العالم بيقدم الخدمات الممتازة دي. ,positive
ايه الهنا ده يا جماعه . ,positive
لا ابالغ لو قلت اني مازلت منبهره بشباب بلدنا . احنا شعب عظيم . ربنا يحفظ مصر . ,positive
صباح الجمال على احلى ناس .,positive
حين يتألم من تحب فسعادته  مسؤوليتك حتي لو لم تكن انت السبب. ,positive
ربنا يجازيكم خير ياهل العلم. ,positive
اتفضل يا كبير . ,positive
انا لو كنت اعرف من الاول ان الاستفتاء فيه رقص و اغاني كنت لبست الحتة اللي على الحبل و نزلت و قلت نعم كمان . ,negative
رابعه بقت منطقة ارهابية . ,negative
 لو كنتي قولتى ليه كده كنتي هتكرهي البلد من رد فعله . ,negative
المنهج حاجه و الامتحانات حاجه تانيه خالص . ,negative
مهما كانت مشكلتك افرح انت لسه عايش فيك الروح على الارض دايس . ,positive
وقالت الصناديق للاخوان يلا غوروا . ,negative
عاش والله تسلم ايدك . ,positive
و عزتي و جلالي لاغفرن لهم ماداموا يستغفرونني . فاكثروا من الاستغفار . ,positive
مش بعرف اقول كلام حلو زيكم كدا . ,negative
هو ايه حكاية الرقص اليومين دول جننتونى . ,negative
و ما خفى كان أعظم . ,negative
ايه يا زميلى الغباء ده . ,negative
إقفل الصفحه اللى تخاف حد يقرأ كلمه فيها ولو قطعتها يبقي بارك الله فيك . غير حياتك. ,positive
تسلم الأيادي . المهم اللى جاى بقى. ,positive
ده اسهل قسم فى الكلية ان شاء الله تجيب تقدير فيه . ,positive
دى اشتغالات بقى . ,negative
روح منك لله . ,negative
وبعد ما رجالة الاخوان لبسوا النقاب .نشطاء كتير لازم يلبسوه عن إقتناع . ,negative
يخربيت النفاق دول فى الدرك الاسفل من النار . ,negative
الحياة اقصر من انى ارد عليك واشتمك . ,negative
الاخوانجية هيجلهم مرض السكر والضغط و نعم. ,negative
لما حد يسألني إنتي هتجيبي تقدير إيه السنادى ببقى عايزة اقوله وانت مال امك  . ,negative
الحمد لله احنا كإخوان عندنا دايما مظاهرات من غير سبب او بسبب . ,negative
دى ناس فله دماغها مش هنا . ,negative
بشوف الخير فى ابتسامه امى لى . ,positive
الواحد ممكن يستحمل أي حاجه الا انه يقعد فى مكان انتظار فيه نساء يخربيت الرغى والنميمة. ,negative
حال المصرييين وهم خارين من الانتخابات مسخرة. ,negative
ان شاء لله مصر هتبقى فى احسن حال . ,positive
قالتلى فى مرة تعرف انك فعلا زى ما بيقولوا شخص غريب  . ,negative
حلو التعبير ده . ,positive
اللى بيسال عن الاستفتاء نزيه ولا لا . هو كان فى اصلا انتخابات نزيهه. ,negative
مفيش صاروخ تاني اصل الصوت عجبني . ,negative
لو طالت المسافات انا والامل اخوات . ,positive
اعلان غيى اوى بصراحه . ,negative
الانعزال بيكون نتيجة الصدمات . ,negative
اه والله زهقتني . ,negative
يا ست انا عايز ابنى .ده مين اللى بيغنيها دى .من المسرحيات الجميلة اوى . ,positive
 هونها تهون . ,positive
عيب الكلام ده .من ستر على مسلم ربنا هيستره يوم القيامة ليه الفضايح دى . ,negative
الناس اللى قالت نعم حسيتوا بالاستقرار ولا لسه .اه يا مراراتى . ,negative
 شكرا لحضرتك . ,positive
خليك فى اليمين الشمال بقى زحمه .وان شاء الله توصل بالسلامة . ,positive
اخبرته انه فرحتي فاستكثرها علي ورحل  . ,negative
ادعيلى وانت رايح تصلى . ,positive
و بالمناسبة احنا بنشكركم جدا على الكلام الحلو ده وان شاء الله فى تشكيلة تانية هتنزل انتظرونا  . ,positive
نفسي اكون مسئول عن تجميل الشوارع كلها عشان بلدنا فعلا جميلة . ,positive
هنعمل ايه هنفضل مستنين النتيجة . ,negative
بالامانه ايوة فعلا . ,positive
من اكتر الاشخاص اللى بحب اعمل رتويت لكل التويتات بتاعتها . ,positive
كبـرنا يا أمي وبقينا احنا اصدقاء السوء اللي كنتي بتحذريـنا منهم. ,negative
فى ناس كدا بتحب تقلق اللى حواليها عليها . ,negative
 يعجبني الثبات على نفس الراى  . ,positive
احب اكتب خواطر بس مش بحب حد يقراهم . ,negative
ياللا بقى أهو بكرة نقول كانت ذكرى وعشنالنا يومين . ,negative
لما حد يسالك هل هزمك حزنك في يوما من الايام. ده مش وراه غيرى باين   . ,negative
ان شاء الله هنغلبهم. ,positive
و اعمل حسابى معاكم فى البانجو  ده هو اصل الدماغ. ,negative
الجعان بيحلم بسوق العيش . احلم يا عم وماله. ,negative
انا نفسى اعيش قى المانيا . ,positive
اوعوا تنسوا ايفنت بكرا هيعجبكم اوى . ,positive
مش المشكله مين غلطان . المشكله مين ميقدرش يسيب التانى زعلان . ,negative
المشاعر دى موديه نااس كتير فى دهيه . ,negative
انتخـابات من غير إخوان . زى الكورة من غير اجوان . ,negative
بالله عليكى ده كلام ناس عاقلة  . ,negative
انشف كدا ياض بلاش دلع . ,negative
نفسى ابقى صاحب مصنع خوازيق عشان ابعت لكل مواطن واحد كل يوم . ,negative
القهوجيه دول اصلا اجدع ناس . شربات وجاتوه بقى عشان البوء ده . ,positive
الناس مش بس اتغيرت دى الدنيا كلها اتغيرت . ,negative
ارهبوا اعداؤكم كمان وكمان  . ,positive
هى الاسعار دى مش بتقل ابدا . ,negative
احتاج الى رحلة انيقة باريس او لندن او واشنطن. ,positive
ان شاء الله ربنا هيخيب ظنهم . ,negative
اشوف كلامك واتجاهل ولا كاني شفت شي  . ,negative
خبر جميل . ,positive
مستنى ايه من شعب اللى متجوز واللى مش متجوز بيحلف بالطلاق  جرى إيه يابنى إنت وهو.. عليا الطلاق ماينفع كدة . ,negative
تغيرت البرامج الرياضية وبقت مش حلوة . ,negative
والبس يا شعب . ,negative
في اخر الليل هناك  من يحتضن ، ومن أشتاق للحبيب  ومن انتهى من المذاكرة وانا قاعد بعمل برشام  . ,negative
دول عايزين صاروخ عابر للقارات . ,negative
نطلب من حكومة الببلاوي تزوير الاستفتاء لتقليل نسبة نعم . ,negative
ربنا يسهل . ,positive
ﺍﻟﻘﺮﺁﻥ ﺟﻨﺔ . ﻳﺎ ﻣﻦ ﺗﺒﺤﺜﻮﻥ ﻋﻦ ﺟﻨﺎﻥ ﺍﻟﻠﮧ ﻓﻲ ﺃﺭﺿﻪ . ,negative
انا كنت هعمل كدا بس الصبح بصراحه مكسلة . ,negative
اقصر قصه حزينه اسبوع و يبدا الترم الثاني . ,negative
يتفرج على الماتش وامتحانى بكرا . ,negative
شور طبعا انا لسه على الوعد . ,positive
مسك يدها بكل رومانسيه وقال لها حبيبتي لماذا لا نعود مثلما كنا من قبل. قالت  كيف قال لها  لا أعرفك ولا تعرفيني  . ,negative
كل الاحترام لكل الامهات المكافحه . ,positive
أنا لقيت نفسى قاعد فاضى قولت لما أكتبلكم حاجة من مذكراتى  بعنوان قتلتها و ريحت الناس من شرها . ,negative
منتحرمش منكم. ,positive
بيقولك نتيجـة الاستفتاء هتتذاع على قناة النت  . ,negative
انا اصلا عاملة رجيم . ,positive
اخبركم امرا لا عاشق مرتاح ، ولا  فاقد سعيد ، لا غائب يعود ، ولا  ذكريات تنسى ، ولا احد يشعر بما تشعر به. ,negative
بحب النبى علشان هو القائد القدوة المعلم الملهم و اللى هيشفع فينا . ,positive
اصعب حاجة لما تنتظر من حد متعصب انه يهدى علشان تطلب منه حاجة . ,negative
نفسي ابقي انا ماسك كنترول ثانوي عشان اظبظ نفسي . ,negative
اسمعوا ده هيعجبكم اوى . ,positive
اعوذ بالله من كلمة انا . ,negative
صباح الجمال . ,positive
وانا اعيط . حسوا بينا يحس بيك ربنا ,negative
إذا كنت مزارعا سازرع مكرونة بالبشاميل . ,negative
من امبارح الفيس كله منزل صور بعد التصويت للدستور بصباعه خلاص ولا لسه فى تانى علشان المرارة بتاعتنا  . ,negative
سبحانك ربى مجيب القلوب و ساتر للعيوب . ,positive
يا سلام على الكورنيش فى الوقت ده . ,positive
انا مش هرد . ,negative
عارفه سواد العسل حياتى اسود منه . ,negative
يا سلام على الهدوء  . ,positive
الست دى سابت بصمتها فى كل كارتون  . ,positive
في هذا الوقت من كل يوم يبدأ هاتف والدتي بإزعاجه المستمر  . ,negative
 كله علي الله  . ,positive
اي ماوس في رغيف   . ,negative
لا تتوقف عن حلمك حتى لو كان مستحيل .فالاصرار على التفائل يصنع ما كان مستحيل   . ,positive
تسلم إيدك يا سيد المعلمين . ,positive
وقفة دي ولا إنقلاب  . ,negative
عايزة اسافررحلة كدا حول العالم  . ,positive
احلى اذاعه نجوم اف ام  . ,positive
استغفرك ربى عدد رمشات العيون  . ,positive
شباب يناير دول شباب طاهر ونقى وجميل  . ,positive
قاعدة بسمع فى البوم شيرين لما نكدت عليا اهى قبل ما اروح الامتحان  . ,negative
وسافر من غير وداع فات في قلبي جراحه دبت في ليل السهر والعيون ما ارتاحوا   . ,negative
ﻣﺶ ﻋﺎﻳﺰﻳﻦ ﻳﺘﻌﺒﻮﻧﺎ ﺧﺎﻟﺺ ﻣﺎﺷﺎﺀ ﺍﻟﻠﻪ ﻋﻠﻴﻬﻢ ﻣﻦ ﻳﻮﻣﻬﻢ ﺧﺪﻭﻣﻴﻦ  . ,positive
و قال الشعب للدستور نعم يا حبيبي نعم  . ,negative
علشانك يا منال اتصورت انا والعيال  . ,negative
انا انسانه بسيطة لدرجة ان كلمه حلوة تسعدني يوم كامل. ,positive
سماجة اخر الليل تمثلني  . ,negative
اكدب عليك لو قلت انى مبسوط . ,negative
الحمدلله طلعت النتيجة بتاعتى وقدرت على التحدى الحمدلله . ,positive
هو تأثير علبة الكحك اللي أكلتها الاسبوع اللي فات هابتدي يروح امتي  . ,negative
هي النسوان اللى بترقص قدام اللجان دى  فين اجوازهم . ,negative
جميل النشيد الوطنى الجديد ده .,positive
في حاجات ممكن تعملها تخلي اللي قدامك اسعد انسان في الكون . زى حسن الظن والابتسامه .,positive
فيك من القمر اربع اشياء نوره و جماله ورقته و بريقه . ,positive
يا رب احفظ امي و جميع امهات المسلمين. ,positive
لو سمحت  عايز شير تاريخي للفضيحة دي .احرق العبيد . ,negative
لا ده كدة بجد مش هاينفع . ,negative
المنوفية اعلى نسبة مشاركة طبعا . ,positive
كلامك سليم بس خلينا نعيش الجو و الحمدلله صار في وقايه ضد الصدمات. ,positive
الموجود  يعمل لايك و يصلي على النبي . اللهم صل على سيدنا محمد. ,positive
"الحلو حلو لو لسه صاحي من النوم , والوحش وحش و لوغسل وشه كل يوم. ",positive
كل عام و انت و الجميع بخير. ,positive
الوحده افضل من اصدقاء السوء. ,positive
يخرب بيت المسخره . ,negative
قلت اشوف امتحان السنة اللى فاتت لقيتهم بيكتبوا عنوان محاضرة و جنبها اشرح يانهارى  . ,negative
عفوا يا دكتور . ,positive
مش بحب الهاشتاج ده. ,negative
و انت طيب ربنا يخليك يا باشا  . ,positive
في تلك الأجواء الباردة محتار أختار بين البطانية و الشغل  . ,negative
و اقول صباح الخير عليكم جميعا . ,positive
مصاب بداء العظمة . ,negative
و تقف جمبهم و متلاقيش حد يعبرك بكلمة توحد ربنا . ,negative
ان شاء الله قريب ربنا يكرمني بنونو يهون عليا الحياة دي . ,positive
الخيال هو مكان للتنزيه عن النفس. ,positive
هبقى افهمك بعدين يا مصيبه . ,negative
يا رب الامتحان بكرة ييجي متكرر يا رب . ادعوا معايا يا جماعة . ,positive
التصريح لوحده كوميك فاجر . ,negative
بإذن الله سنسمع البشرى عن قريب  . ,positive
ﻋﺸﺎﻧﻚ ﻳﺎ ﺳﻤﺎﺡ ﺍﻧﺎ ﻣﻤﻜﻦ ﺍﻋﺾ ﺍﻟﺘﻤﺴﺎﺡ . ,negative
ايوة يا حضرى . ارقص يا حضرى . ,positive
عن كل بنت اول ما شعره تقع منها تروح مسكاها ورفعاها عشان تعرف لونها و طولها فراغ  . ,negative
هجيبلك بكره كتاب عن ميكاترونيكس حلو . ,positive
متشكرين . ,positive
بما ان الدستور بقي شرعي . أروح أقراه بقي . ,positive
الثلاجه بعد الضيوف متعه . ,positive
البوق بتاع كل ترم هشد حيلى من بدايه الترم . ,negative
انتم زهقتونى . ,negative
في ناس من كثر ماهم لؤم بحس ان الشيطان بيشيل هم اذا راح يوسوس ليهم  . ,negative
الى قال لا على الددستور هينزل فى صفحه الحوادث بتاعت يوم الجمعه . ,negative
قصدك قولو لأمي مترقصيش وحياتي عندك متزغرطيش .حاجة هم اقسم بالله  . ,negative
ويبقى الامل مع صناع الحياة . ,positive
وحدها كلماتك تفهمني  تحدثني  تصفني أقرأها وتقرأني فأبتسم . ,positive
أشعر براحة كبيرة كلما قرأت رسائلك . ,positive
الحمدالله الذي أخرجنا من هذا اليوم سالمين . ,positive
وجيه اليوم الي صرنا نفرق ما بين صوت الصاروخ و ما بين صوت القصف . ,negative
ستظل إبتسامتي وأنا ماسكه موبايلى اللغز الذي يطمح أهلي لحله . ,negative
جدير بالذكر إني حتى الأفلام بقيت بأشوفها على مراحل . يومين خلصت فيهم ربع ساعه من الفيلم  . ,negative
تحيا للتايم لاين كله علشان فيه كل الحبايب . ,positive
حزب النور بيلعب لوحده. ,negative
تصبحون على واقع أفضل  . ,positive
كان يوم جميل جدا .يارب دايما و للابد . ,positive
هو مش جيل عرة هو تفكيرهم اللي عرة . ,negative
كل الاشخاص فى البدايات فقط اجمل  . ,positive
قانونا السلاح ده محدش يلمسه اصلا غير صاحبه  . ,positive
اخوك ضليع فى اللغه طبعا  . ,positive
عاوزة أسافر اليابان يوم من الأيام. ,positive
تصبحوا على الف خير على خبر يفرحكم يا رب و بالله عليكم ما تنسوش تدعوا ليا انا كمان  . ,positive
الصين راشقه معانا فى اى مصلحه . ,positive
نفسى كمان اكون مسؤولة عن مترو الانفاق عشان اركب الناس بالدور . ,positive
فخر لنا ان حازت منتجاتنا على رضاكم ونتشرف بكم كثيرا . ,positive
اتمنى والله . ,positive
ديما يارب بخير كدا . ,positive
ان السؤال ده مسخرة زيك . ,negative
ده دستور دم جه على دم الشهداء و حرية المعتقلين وراح . ,negative
نفسى اكون مسؤول عن البنك الأهلى لو يوم اختلس كام مليون كدا واصرفهم بقى . ,negative
الواد ده فقرى . ,negative
بحلم من زمان انى اعيش فى اسوان . ,positive
وتسلم الايادي . ,positive
القط بتاعى بيسلم عليكم . ,positive
اقسم بالله مستحيل تكون صدفه . ,negative
علشان تنجح اقطع علاقتك باصحابك . ,negative
فلنغدو في عمل جليـل لنقابل المولـى الجميــل . ,positive
ده الفريق العالمى المفضل ليا . ,positive
يارب اجعلنى اول من تأخذه لجوارك من اهلي واصدقائى واحبتى فلا طاقة لي بفراقهم  . ,positive
نفسى ابقى صاحبة قناة اطفال و اسميها بدون اعلانات وهخليها تشغل سبونج بوب و بطاريق وكارتونات مدبلجة متواصل . ,positive
يارب تولع في الاجازة دى ان  شاء الله . ,negative
ولكم في استفتاءات مبارك عبرة و لكن لا عزاء للاغبياء  . ,negative
تعيش يا أهلاوى  . ,positive
انا شوفت مناظر صعبة النهارده فى ميدان التحرير كم الدم والناس المصابه صعب اوى . ,negative
الافتار القديم كان احلى من ده  . ,negative
تمام جزاك الله كل خير . ,positive
لم رجالتك عننا يا مبارك  . ,negative
اجمل انسان ممكن تقابله فى حياتك هو اللى مايتغيرش عليك مهما كانت ظروف الحياة . ,positive
ربى اجعل ما نمضى اليه اجمل من ما مضى .,positive
عجبتني جداً فعلاً,positive
مساء النور والجمال . ,positive
اللعبة محسومة من يوم ما الاخوان ساندت احتجاجات يناير. ,negative
نفسى ابقى مسؤوله عن امتحانات الكليات واخليها نجاح من غير اى امتحان . ,negative
مساء النور والعطر والزهور. ,positive
الابتسامة كلمة طيبة بغير حروف .,positive
